Modelo,Tipo,Horizonte,Período,Forecast,IC 1σ Inf,IC 1σ Sup,IC 2σ Inf,IC 2σ Sup,P10,P50,P90,Desvio σ
Holt-Winters,Histórico,0,2020-02-01T03:00:00.000Z,95354.74,0,274358.5,0,453362.27,0,95354.74,324479.56,179003.77
Holt-Winters,Histórico,0,2020-03-01T03:00:00.000Z,148774.93,0,327778.7,0,506782.46,0,148774.93,377899.75,179003.77
Holt-Winters,Histórico,0,2020-04-01T03:00:00.000Z,53438.44,0,232442.2,0,411445.97,0,53438.44,282563.26,179003.77
Holt-Winters,Histórico,0,2020-05-01T03:00:00.000Z,35490.95,0,214494.71,0,393498.48,0,35490.95,264615.77,179003.77
Holt-Winters,Histórico,0,2020-06-01T03:00:00.000Z,8629.2,0,187632.97,0,366636.73,0,8629.2,237754.02,179003.77
Holt-Winters,Histórico,0,2020-07-01T03:00:00.000Z,55964.45,0,234968.22,0,413971.98,0,55964.45,285089.27,179003.77
Holt-Winters,Histórico,0,2020-08-01T03:00:00.000Z,48700.36,0,227704.13,0,406707.9,0,48700.36,277825.18,179003.77
Holt-Winters,Histórico,0,2020-09-01T03:00:00.000Z,47984.74,0,226988.51,0,405992.28,0,47984.74,277109.56,179003.77
Holt-Winters,Histórico,0,2020-10-01T03:00:00.000Z,182672.22,3668.46,361675.99,0,540679.76,0,182672.22,411797.04,179003.77
Holt-Winters,Histórico,0,2020-11-01T03:00:00.000Z,260250,81246.23,439253.76,0,618257.53,31125.18,260250,489374.82,179003.77
Holt-Winters,Histórico,0,2020-12-01T03:00:00.000Z,61955.33,0,240959.1,0,419962.86,0,61955.33,291080.15,179003.77
Holt-Winters,Histórico,0,2021-01-01T03:00:00.000Z,296459.59,117455.83,475463.36,0,654467.12,67334.77,296459.59,525584.41,179003.77
Holt-Winters,Histórico,0,2021-02-01T03:00:00.000Z,91085.77,0,270089.54,0,449093.31,0,91085.77,320210.59,179003.77
Holt-Winters,Histórico,0,2021-03-01T03:00:00.000Z,141596.2,0,320599.97,0,499603.73,0,141596.2,370721.02,179003.77
Holt-Winters,Histórico,0,2021-04-01T03:00:00.000Z,74890.07,0,253893.84,0,432897.6,0,74890.07,304014.89,179003.77
Holt-Winters,Histórico,0,2021-05-01T03:00:00.000Z,68841.14,0,247844.91,0,426848.67,0,68841.14,297965.96,179003.77
Holt-Winters,Histórico,0,2021-06-01T03:00:00.000Z,43520.69,0,222524.45,0,401528.22,0,43520.69,272645.51,179003.77
Holt-Winters,Histórico,0,2021-07-01T03:00:00.000Z,87126.65,0,266130.42,0,445134.18,0,87126.65,316251.47,179003.77
Holt-Winters,Histórico,0,2021-08-01T03:00:00.000Z,86143.2,0,265146.97,0,444150.74,0,86143.2,315268.02,179003.77
Holt-Winters,Histórico,0,2021-09-01T03:00:00.000Z,134106.47,0,313110.24,0,492114,0,134106.47,363231.29,179003.77
Holt-Winters,Histórico,0,2021-10-01T03:00:00.000Z,247347.06,68343.29,426350.82,0,605354.59,18222.24,247347.06,476471.88,179003.77
Holt-Winters,Histórico,0,2021-11-01T03:00:00.000Z,1418821.15,1239817.38,1597824.91,1060813.62,1776828.68,1189696.33,1418821.15,1647945.97,179003.77
Holt-Winters,Histórico,0,2021-12-01T03:00:00.000Z,69176.71,0,248180.47,0,427184.24,0,69176.71,298301.53,179003.77
Holt-Winters,Histórico,0,2022-01-01T03:00:00.000Z,290580.44,111576.67,469584.2,0,648587.97,61455.62,290580.44,519705.26,179003.77
Holt-Winters,Histórico,0,2022-02-01T03:00:00.000Z,96479.68,0,275483.45,0,454487.21,0,96479.68,325604.5,179003.77
Holt-Winters,Histórico,0,2022-03-01T03:00:00.000Z,164826.82,0,343830.58,0,522834.35,0,164826.82,393951.64,179003.77
Holt-Winters,Histórico,0,2022-04-01T03:00:00.000Z,73615.03,0,252618.79,0,431622.56,0,73615.03,302739.85,179003.77
Holt-Winters,Histórico,0,2022-05-01T03:00:00.000Z,45817.07,0,224820.83,0,403824.6,0,45817.07,274941.89,179003.77
Holt-Winters,Histórico,0,2022-06-01T03:00:00.000Z,76279.23,0,255282.99,0,434286.76,0,76279.23,305404.05,179003.77
Holt-Winters,Histórico,0,2022-07-01T03:00:00.000Z,132292.08,0,311295.84,0,490299.61,0,132292.08,361416.9,179003.77
Holt-Winters,Histórico,0,2022-08-01T03:00:00.000Z,164334.44,0,343338.21,0,522341.97,0,164334.44,393459.26,179003.77
Holt-Winters,Histórico,0,2022-09-01T03:00:00.000Z,127490.56,0,306494.32,0,485498.09,0,127490.56,356615.38,179003.77
Holt-Winters,Histórico,0,2022-10-01T03:00:00.000Z,237206,58202.23,416209.77,0,595213.53,8081.18,237206,466330.82,179003.77
Holt-Winters,Histórico,0,2022-11-01T03:00:00.000Z,367008.33,188004.57,546012.1,9000.8,725015.86,137883.51,367008.33,596133.15,179003.77
Holt-Winters,Histórico,0,2022-12-01T03:00:00.000Z,87881.35,0,266885.12,0,445888.88,0,87881.35,317006.17,179003.77
Holt-Winters,Histórico,0,2023-01-01T03:00:00.000Z,298839.78,119836.01,477843.54,0,656847.31,69714.96,298839.78,527964.6,179003.77
Holt-Winters,Histórico,0,2023-02-01T03:00:00.000Z,128386.39,0,307390.16,0,486393.92,0,128386.39,357511.21,179003.77
Holt-Winters,Histórico,0,2023-03-01T03:00:00.000Z,221668.68,42664.92,400672.45,0,579676.21,0,221668.68,450793.5,179003.77
Holt-Winters,Histórico,0,2023-04-01T03:00:00.000Z,128613.35,0,307617.11,0,486620.88,0,128613.35,357738.17,179003.77
Holt-Winters,Histórico,0,2023-05-01T03:00:00.000Z,153625.2,0,332628.97,0,511632.74,0,153625.2,382750.02,179003.77
Holt-Winters,Histórico,0,2023-06-01T03:00:00.000Z,1054317.42,875313.65,1233321.18,696309.89,1412324.95,825192.6,1054317.42,1283442.24,179003.77
Holt-Winters,Histórico,0,2023-07-01T03:00:00.000Z,129266.72,0,308270.49,0,487274.25,0,129266.72,358391.54,179003.77
Holt-Winters,Histórico,0,2023-08-01T03:00:00.000Z,170799.95,0,349803.72,0,528807.49,0,170799.95,399924.77,179003.77
Holt-Winters,Histórico,0,2023-09-01T03:00:00.000Z,131102.89,0,310106.66,0,489110.42,0,131102.89,360227.71,179003.77
Holt-Winters,Histórico,0,2023-10-01T03:00:00.000Z,271397.43,92393.66,450401.19,0,629404.96,42272.61,271397.43,500522.25,179003.77
Holt-Winters,Histórico,0,2023-11-01T03:00:00.000Z,403985.96,224982.19,582989.72,45978.43,761993.49,174861.14,403985.96,633110.78,179003.77
Holt-Winters,Histórico,0,2023-12-01T03:00:00.000Z,154819.07,0,333822.83,0,512826.6,0,154819.07,383943.89,179003.77
Holt-Winters,Histórico,0,2024-01-01T03:00:00.000Z,373055.13,194051.36,552058.89,15047.59,731062.66,143930.31,373055.13,602179.95,179003.77
Holt-Winters,Histórico,0,2024-02-01T03:00:00.000Z,203351.52,24347.75,382355.28,0,561359.05,0,203351.52,432476.34,179003.77
Holt-Winters,Histórico,0,2024-03-01T03:00:00.000Z,235009.15,56005.39,414012.92,0,593016.68,5884.33,235009.15,464133.97,179003.77
Holt-Winters,Histórico,0,2024-04-01T03:00:00.000Z,159966.86,0,338970.62,0,517974.39,0,159966.86,389091.68,179003.77
Holt-Winters,Histórico,0,2024-05-01T03:00:00.000Z,177365.55,0,356369.31,0,535373.08,0,177365.55,406490.37,179003.77
Holt-Winters,Histórico,0,2024-06-01T03:00:00.000Z,117565.26,0,296569.02,0,475572.79,0,117565.26,346690.08,179003.77
Holt-Winters,Histórico,0,2024-07-01T03:00:00.000Z,144038.36,0,323042.12,0,502045.89,0,144038.36,373163.18,179003.77
Holt-Winters,Histórico,0,2024-08-01T03:00:00.000Z,191027.97,12024.2,370031.73,0,549035.5,0,191027.97,420152.79,179003.77
Holt-Winters,Histórico,0,2024-09-01T03:00:00.000Z,190518.45,11514.68,369522.22,0,548525.98,0,190518.45,419643.27,179003.77
Holt-Winters,Histórico,0,2024-10-01T03:00:00.000Z,272980.48,93976.71,451984.24,0,630988.01,43855.66,272980.48,502105.3,179003.77
Holt-Winters,Histórico,0,2024-11-01T03:00:00.000Z,434839.69,255835.92,613843.45,76832.15,792847.22,205714.87,434839.69,663964.51,179003.77
Holt-Winters,Histórico,0,2024-12-01T03:00:00.000Z,92572.98,0,271576.75,0,450580.51,0,92572.98,321697.8,179003.77
Holt-Winters,Histórico,0,2025-01-01T03:00:00.000Z,2005884.39,1826880.62,2184888.15,1647876.86,2363891.92,1776759.57,2005884.39,2235009.21,179003.77
Holt-Winters,Histórico,0,2025-02-01T03:00:00.000Z,152851.09,0,331854.86,0,510858.62,0,152851.09,381975.91,179003.77
Holt-Winters,Histórico,0,2025-03-01T03:00:00.000Z,200735.08,21731.31,379738.84,0,558742.61,0,200735.08,429859.9,179003.77
Holt-Winters,Histórico,0,2025-04-01T03:00:00.000Z,124464.99,0,303468.76,0,482472.52,0,124464.99,353589.81,179003.77
Holt-Winters,Histórico,0,2025-05-01T03:00:00.000Z,132190.98,0,311194.74,0,490198.51,0,132190.98,361315.8,179003.77
Holt-Winters,Histórico,0,2025-06-01T03:00:00.000Z,84381.14,0,263384.91,0,442388.67,0,84381.14,313505.96,179003.77
Holt-Winters,Histórico,0,2025-07-01T03:00:00.000Z,105552.88,0,284556.64,0,463560.41,0,105552.88,334677.7,179003.77
Holt-Winters,Backtest,1,2025-08-01T03:00:00.000Z,164164.92,13197.85,315131.99,0,466099.07,0,164164.92,357402.77,150967.07
Holt-Winters,Backtest,2,2025-09-01T03:00:00.000Z,123115.95,0,274451.85,0,425787.76,0,123115.95,316825.91,151335.91
Holt-Winters,Backtest,3,2025-10-01T03:00:00.000Z,227146.08,71527.01,382765.14,0,538384.2,27953.67,227146.08,426338.48,155619.06
Holt-Winters,Backtest,4,2025-11-01T03:00:00.000Z,384829.89,199713.55,569946.24,14597.21,755062.58,147880.98,384829.89,621778.81,185116.34
Holt-Winters,Backtest,5,2025-12-01T03:00:00.000Z,90399.02,0,231883.12,0,373367.23,0,90399.02,271498.67,141484.1
Holt-Winters,Backtest,6,2026-01-01T03:00:00.000Z,302942.15,130330.35,475553.95,0,648165.74,81999.05,302942.15,523885.25,172611.8
Holt-Winters,Backtest,7,2026-02-01T03:00:00.000Z,147055.65,0,300624.31,0,454192.96,0,147055.65,343623.53,153568.65
Holt-Winters,Backtest,8,2026-03-01T03:00:00.000Z,195286.95,36060.37,354513.53,0,513740.12,0,195286.95,399096.98,159226.58
Holt-Winters,Backtest,9,2026-04-01T03:00:00.000Z,121346.36,0,267058.78,0,412771.19,0,121346.36,307858.25,145712.42
Holt-Winters,Backtest,10,2026-05-01T03:00:00.000Z,118152.79,0,260570.12,0,402987.45,0,118152.79,300446.97,142417.33
Holt-Winters,Backtest,11,2026-06-01T03:00:00.000Z,91478.67,0,233199.92,0,374921.18,0,91478.67,272881.87,141721.25
Holt-Winters,Backtest,12,2026-07-01T03:00:00.000Z,115684.59,0,262963.26,0,410241.94,0,115684.59,304201.29,147278.67
Holt-Winters,Forecast,1,2026-08-01T03:00:00.000Z,133001.85,-21413.03,280521.11,-172380.11,431488.19,0,94094.46,290007.27,150967.07
Holt-Winters,Forecast,2,2026-09-01T03:00:00.000Z,51631.62,-71334.01,231337.81,-222669.92,382673.71,0,15440.53,208637.04,151335.91
Holt-Winters,Forecast,3,2026-10-01T03:00:00.000Z,131204,-26483.33,284754.8,-182102.39,440373.86,0,95012.92,258412.6,155619.06
Holt-Winters,Forecast,4,2026-11-01T03:00:00.000Z,297966.39,104232.4,474465.08,-80883.94,659581.43,114597.41,259058.99,454971.81,185116.34
Holt-Winters,Forecast,5,2026-12-01T03:00:00.000Z,29383.45,-73424.4,209543.81,-214908.5,351027.92,0,0,186388.86,141484.1
Holt-Winters,Forecast,6,2027-01-01T03:00:00.000Z,201754.14,18475.08,363698.68,-154136.71,536310.47,18385.16,157665.3,358759.56,172611.8
Holt-Winters,Forecast,7,2027-02-01T03:00:00.000Z,75139.43,-57794.25,249343.05,-211362.91,402911.71,0,44443.57,232144.85,153568.65
Holt-Winters,Forecast,8,2027-03-01T03:00:00.000Z,100266.86,-45989.08,272464.08,-205215.67,431690.67,0,65972.09,288669.25,159226.58
Holt-Winters,Forecast,9,2027-04-01T03:00:00.000Z,44568.45,-73700.53,217724.31,-219412.95,363436.72,0,5661.06,201573.87,145712.42
Holt-Winters,Forecast,10,2027-05-01T03:00:00.000Z,62438.81,-61807.21,223027.45,-204224.54,365444.79,0,15606.5,219444.23,142417.33
Holt-Winters,Forecast,11,2027-06-01T03:00:00.000Z,23259.42,-77743.75,205698.76,-219465,347420.01,0,0,159440.7,141721.25
Holt-Winters,Forecast,12,2027-07-01T03:00:00.000Z,29516.73,-76881.14,217676.21,-224159.81,364954.88,0,1486.75,186522.15,147278.67
,,,,,,,,,,,,
Prophet/UC,Histórico,0,2017-01-01T02:00:00.000Z,0,0,380207.91,0,760415.83,0,0,486666.13,380207.91
Prophet/UC,Histórico,0,2017-02-01T02:00:00.000Z,0,0,380207.91,0,760415.83,0,0,486666.13,380207.91
Prophet/UC,Histórico,0,2017-03-01T03:00:00.000Z,-883.97,0,379323.95,0,759531.86,0,-883.97,485782.16,380207.91
Prophet/UC,Histórico,0,2017-04-01T03:00:00.000Z,-1172.18,0,379035.73,0,759243.65,0,-1172.18,485493.95,380207.91
Prophet/UC,Histórico,0,2017-05-01T03:00:00.000Z,-134343.85,0,245864.07,0,626071.98,0,-134343.85,352322.28,380207.91
Prophet/UC,Histórico,0,2017-06-01T03:00:00.000Z,25908.8,0,406116.71,0,786324.62,0,25908.8,512574.93,380207.91
Prophet/UC,Histórico,0,2017-07-01T03:00:00.000Z,71285.73,0,451493.64,0,831701.56,0,71285.73,557951.86,380207.91
Prophet/UC,Histórico,0,2017-08-01T03:00:00.000Z,58162.16,0,438370.08,0,818577.99,0,58162.16,544828.29,380207.91
Prophet/UC,Histórico,0,2017-09-01T03:00:00.000Z,33138.48,0,413346.4,0,793554.31,0,33138.48,519804.61,380207.91
Prophet/UC,Histórico,0,2017-10-01T03:00:00.000Z,14951.3,0,395159.21,0,775367.13,0,14951.3,501617.43,380207.91
Prophet/UC,Histórico,0,2017-11-01T02:00:00.000Z,39183.76,0,419391.68,0,799599.59,0,39183.76,525849.89,380207.91
Prophet/UC,Histórico,0,2017-12-01T02:00:00.000Z,111534.53,0,491742.45,0,871950.36,0,111534.53,598200.66,380207.91
Prophet/UC,Histórico,0,2018-01-01T02:00:00.000Z,137096.85,0,517304.76,0,897512.68,0,137096.85,623762.98,380207.91
Prophet/UC,Histórico,0,2018-02-01T02:00:00.000Z,94790.95,0,474998.87,0,855206.78,0,94790.95,581457.08,380207.91
Prophet/UC,Histórico,0,2018-03-01T03:00:00.000Z,69352.98,0,449560.89,0,829768.8,0,69352.98,556019.11,380207.91
Prophet/UC,Histórico,0,2018-04-01T03:00:00.000Z,124738.47,0,504946.39,0,885154.3,0,124738.47,611404.6,380207.91
Prophet/UC,Histórico,0,2018-05-01T03:00:00.000Z,229086.79,0,609294.7,0,989502.61,0,229086.79,715752.92,380207.91
Prophet/UC,Histórico,0,2018-06-01T03:00:00.000Z,71804.23,0,452012.15,0,832220.06,0,71804.23,558470.36,380207.91
Prophet/UC,Histórico,0,2018-07-01T03:00:00.000Z,25093.89,0,405301.8,0,785509.71,0,25093.89,511760.02,380207.91
Prophet/UC,Histórico,0,2018-08-01T03:00:00.000Z,23198.96,0,403406.88,0,783614.79,0,23198.96,509865.09,380207.91
Prophet/UC,Histórico,0,2018-09-01T03:00:00.000Z,23611.39,0,403819.31,0,784027.22,0,23611.39,510277.52,380207.91
Prophet/UC,Histórico,0,2018-10-01T03:00:00.000Z,93365.82,0,473573.74,0,853781.65,0,93365.82,580031.95,380207.91
Prophet/UC,Histórico,0,2018-11-01T03:00:00.000Z,284178.66,0,664386.58,0,1044594.49,0,284178.66,770844.79,380207.91
Prophet/UC,Histórico,0,2018-12-01T02:00:00.000Z,221610.83,0,601818.75,0,982026.66,0,221610.83,708276.96,380207.91
Prophet/UC,Histórico,0,2019-01-01T02:00:00.000Z,234875.63,0,615083.55,0,995291.46,0,234875.63,721541.76,380207.91
Prophet/UC,Histórico,0,2019-02-01T02:00:00.000Z,480751.03,100543.12,860958.94,0,1241166.86,0,480751.03,967417.16,380207.91
Prophet/UC,Histórico,0,2019-03-01T03:00:00.000Z,688136.67,307928.76,1068344.59,0,1448552.5,201470.54,688136.67,1174802.8,380207.91
Prophet/UC,Histórico,0,2019-04-01T03:00:00.000Z,341169.79,0,721377.7,0,1101585.62,0,341169.79,827835.92,380207.91
Prophet/UC,Histórico,0,2019-05-01T03:00:00.000Z,181405.47,0,561613.38,0,941821.3,0,181405.47,668071.6,380207.91
Prophet/UC,Histórico,0,2019-06-01T03:00:00.000Z,14203.89,0,394411.8,0,774619.72,0,14203.89,500870.02,380207.91
Prophet/UC,Histórico,0,2019-07-01T03:00:00.000Z,14755.5,0,394963.41,0,775171.32,0,14755.5,501421.63,380207.91
Prophet/UC,Histórico,0,2019-08-01T03:00:00.000Z,-135257.86,0,244950.06,0,625157.97,0,-135257.86,351408.27,380207.91
Prophet/UC,Histórico,0,2019-09-01T03:00:00.000Z,-109920.49,0,270287.42,0,650495.34,0,-109920.49,376745.64,380207.91
Prophet/UC,Histórico,0,2019-10-01T03:00:00.000Z,280957.95,0,661165.86,0,1041373.78,0,280957.95,767624.08,380207.91
Prophet/UC,Histórico,0,2019-11-01T03:00:00.000Z,-105454.68,0,274753.23,0,654961.14,0,-105454.68,381211.45,380207.91
Prophet/UC,Histórico,0,2019-12-01T03:00:00.000Z,-262122.45,0,118085.47,0,498293.38,0,-262122.45,224543.68,380207.91
Prophet/UC,Histórico,0,2020-01-01T03:00:00.000Z,440072.95,59865.04,820280.86,0,1200488.78,0,440072.95,926739.08,380207.91
Prophet/UC,Histórico,0,2020-02-01T03:00:00.000Z,-128933,0,251274.91,0,631482.82,0,-128933,357733.13,380207.91
Prophet/UC,Histórico,0,2020-03-01T03:00:00.000Z,-153928.79,0,226279.12,0,606487.03,0,-153928.79,332737.34,380207.91
Prophet/UC,Histórico,0,2020-04-01T03:00:00.000Z,-81046.46,0,299161.45,0,679369.37,0,-81046.46,405619.67,380207.91
Prophet/UC,Histórico,0,2020-05-01T03:00:00.000Z,46594.13,0,426802.04,0,807009.96,0,46594.13,533260.26,380207.91
Prophet/UC,Histórico,0,2020-06-01T03:00:00.000Z,14100.25,0,394308.16,0,774516.07,0,14100.25,500766.38,380207.91
Prophet/UC,Histórico,0,2020-07-01T03:00:00.000Z,45771.16,0,425979.07,0,806186.98,0,45771.16,532437.29,380207.91
Prophet/UC,Histórico,0,2020-08-01T03:00:00.000Z,73642.55,0,453850.47,0,834058.38,0,73642.55,560308.68,380207.91
Prophet/UC,Histórico,0,2020-09-01T03:00:00.000Z,-63080.81,0,317127.1,0,697335.02,0,-63080.81,423585.32,380207.91
Prophet/UC,Histórico,0,2020-10-01T03:00:00.000Z,129286.71,0,509494.63,0,889702.54,0,129286.71,615952.84,380207.91
Prophet/UC,Histórico,0,2020-11-01T03:00:00.000Z,59424.22,0,439632.13,0,819840.05,0,59424.22,546090.35,380207.91
Prophet/UC,Histórico,0,2020-12-01T03:00:00.000Z,301389.7,0,681597.62,0,1061805.53,0,301389.7,788055.83,380207.91
Prophet/UC,Histórico,0,2021-01-01T03:00:00.000Z,620673.22,240465.3,1000881.13,0,1381089.04,134007.09,620673.22,1107339.35,380207.91
Prophet/UC,Histórico,0,2021-02-01T03:00:00.000Z,312507.5,0,692715.41,0,1072923.33,0,312507.5,799173.63,380207.91
Prophet/UC,Histórico,0,2021-03-01T03:00:00.000Z,117912.45,0,498120.37,0,878328.28,0,117912.45,604578.58,380207.91
Prophet/UC,Histórico,0,2021-04-01T03:00:00.000Z,93242.54,0,473450.45,0,853658.37,0,93242.54,579908.67,380207.91
Prophet/UC,Histórico,0,2021-05-01T03:00:00.000Z,146122.25,0,526330.16,0,906538.08,0,146122.25,632788.38,380207.91
Prophet/UC,Histórico,0,2021-06-01T03:00:00.000Z,108200.93,0,488408.85,0,868616.76,0,108200.93,594867.06,380207.91
Prophet/UC,Histórico,0,2021-07-01T03:00:00.000Z,41233.49,0,421441.4,0,801649.32,0,41233.49,527899.62,380207.91
Prophet/UC,Histórico,0,2021-08-01T03:00:00.000Z,18270.58,0,398478.5,0,778686.41,0,18270.58,504936.71,380207.91
Prophet/UC,Histórico,0,2021-09-01T03:00:00.000Z,249672.02,0,629879.93,0,1010087.84,0,249672.02,736338.15,380207.91
Prophet/UC,Histórico,0,2021-10-01T03:00:00.000Z,168904.53,0,549112.45,0,929320.36,0,168904.53,655570.66,380207.91
Prophet/UC,Histórico,0,2021-11-01T03:00:00.000Z,819499.2,439291.29,1199707.11,59083.37,1579915.03,332833.07,819499.2,1306165.33,380207.91
Prophet/UC,Histórico,0,2021-12-01T03:00:00.000Z,244878,0,625085.91,0,1005293.83,0,244878,731544.13,380207.91
Prophet/UC,Histórico,0,2022-01-01T03:00:00.000Z,424342.03,44134.12,804549.95,0,1184757.86,0,424342.03,911008.16,380207.91
Prophet/UC,Histórico,0,2022-02-01T03:00:00.000Z,226418.67,0,606626.58,0,986834.5,0,226418.67,713084.8,380207.91
Prophet/UC,Histórico,0,2022-03-01T03:00:00.000Z,315933.12,0,696141.04,0,1076348.95,0,315933.12,802599.25,380207.91
Prophet/UC,Histórico,0,2022-04-01T03:00:00.000Z,70655.39,0,450863.31,0,831071.22,0,70655.39,557321.52,380207.91
Prophet/UC,Histórico,0,2022-05-01T03:00:00.000Z,-141286.02,0,238921.9,0,619129.81,0,-141286.02,345380.11,380207.91
Prophet/UC,Histórico,0,2022-06-01T03:00:00.000Z,55424.62,0,435632.54,0,815840.45,0,55424.62,542090.75,380207.91
Prophet/UC,Histórico,0,2022-07-01T03:00:00.000Z,257645.37,0,637853.28,0,1018061.19,0,257645.37,744311.5,380207.91
Prophet/UC,Histórico,0,2022-08-01T03:00:00.000Z,678535.25,298327.33,1058743.16,0,1438951.07,191869.12,678535.25,1165201.38,380207.91
Prophet/UC,Histórico,0,2022-09-01T03:00:00.000Z,29638.67,0,409846.58,0,790054.49,0,29638.67,516304.8,380207.91
Prophet/UC,Histórico,0,2022-10-01T03:00:00.000Z,-51262.01,0,328945.9,0,709153.82,0,-51262.01,435404.12,380207.91
Prophet/UC,Histórico,0,2022-11-01T03:00:00.000Z,919221.63,539013.71,1299429.54,158805.8,1679637.46,432555.5,919221.63,1405887.76,380207.91
Prophet/UC,Histórico,0,2022-12-01T03:00:00.000Z,-237805.47,0,142402.45,0,522610.36,0,-237805.47,248860.66,380207.91
Prophet/UC,Histórico,0,2023-01-01T03:00:00.000Z,-164956.45,0,215251.47,0,595459.38,0,-164956.45,321709.68,380207.91
Prophet/UC,Histórico,0,2023-02-01T03:00:00.000Z,-57156.9,0,323051.01,0,703258.93,0,-57156.9,429509.23,380207.91
Prophet/UC,Histórico,0,2023-03-01T03:00:00.000Z,243038.81,0,623246.73,0,1003454.64,0,243038.81,729704.94,380207.91
Prophet/UC,Histórico,0,2023-04-01T03:00:00.000Z,201048.26,0,581256.17,0,961464.09,0,201048.26,687714.39,380207.91
Prophet/UC,Histórico,0,2023-05-01T03:00:00.000Z,610497.38,230289.47,990705.3,0,1370913.21,123831.25,610497.38,1097163.51,380207.91
Prophet/UC,Histórico,0,2023-06-01T03:00:00.000Z,118979.73,0,499187.65,0,879395.56,0,118979.73,605645.86,380207.91
Prophet/UC,Histórico,0,2023-07-01T03:00:00.000Z,274500,0,654707.91,0,1034915.83,0,274500,761166.13,380207.91
Prophet/UC,Histórico,0,2023-08-01T03:00:00.000Z,684987.94,304780.03,1065195.86,0,1445403.77,198321.81,684987.94,1171654.07,380207.91
Prophet/UC,Histórico,0,2023-09-01T03:00:00.000Z,365315.4,0,745523.32,0,1125731.23,0,365315.4,851981.53,380207.91
Prophet/UC,Histórico,0,2023-10-01T03:00:00.000Z,460927.66,80719.74,841135.57,0,1221343.49,0,460927.66,947593.79,380207.91
Prophet/UC,Histórico,0,2023-11-01T03:00:00.000Z,735339.74,355131.82,1115547.65,0,1495755.56,248673.61,735339.74,1222005.87,380207.91
Prophet/UC,Histórico,0,2023-12-01T03:00:00.000Z,173133.31,0,553341.23,0,933549.14,0,173133.31,659799.44,380207.91
Prophet/UC,Histórico,0,2024-01-01T03:00:00.000Z,327749.79,0,707957.7,0,1088165.62,0,327749.79,814415.92,380207.91
Prophet/UC,Histórico,0,2024-02-01T03:00:00.000Z,287792.65,0,668000.56,0,1048208.48,0,287792.65,774458.78,380207.91
Prophet/UC,Histórico,0,2024-03-01T03:00:00.000Z,-132300.76,0,247907.16,0,628115.07,0,-132300.76,354365.37,380207.91
Prophet/UC,Histórico,0,2024-04-01T03:00:00.000Z,-86819.24,0,293388.68,0,673596.59,0,-86819.24,399846.89,380207.91
Prophet/UC,Histórico,0,2024-05-01T03:00:00.000Z,22152.92,0,402360.84,0,782568.75,0,22152.92,508819.05,380207.91
Prophet/UC,Histórico,0,2024-06-01T03:00:00.000Z,690484.31,310276.4,1070692.23,0,1450900.14,203818.18,690484.31,1177150.44,380207.91
Prophet/UC,Histórico,0,2024-07-01T03:00:00.000Z,-322522.69,0,57685.23,0,437893.14,0,-322522.69,164143.44,380207.91
Prophet/UC,Histórico,0,2024-08-01T03:00:00.000Z,-115788.08,0,264419.84,0,644627.75,0,-115788.08,370878.05,380207.91
Prophet/UC,Histórico,0,2024-09-01T03:00:00.000Z,232728.33,0,612936.25,0,993144.16,0,232728.33,719394.46,380207.91
Prophet/UC,Histórico,0,2024-10-01T03:00:00.000Z,164067.56,0,544275.47,0,924483.39,0,164067.56,650733.69,380207.91
Prophet/UC,Histórico,0,2024-11-01T03:00:00.000Z,816712.33,436504.42,1196920.24,56296.5,1577128.16,330046.2,816712.33,1303378.46,380207.91
Prophet/UC,Histórico,0,2024-12-01T03:00:00.000Z,-83984.08,0,296223.83,0,676431.74,0,-83984.08,402682.05,380207.91
Prophet/UC,Histórico,0,2025-01-01T03:00:00.000Z,-83711.09,0,296496.83,0,676704.74,0,-83711.09,402955.04,380207.91
Prophet/UC,Histórico,0,2025-02-01T03:00:00.000Z,573277.76,193069.85,953485.68,0,1333693.59,86611.63,573277.76,1059943.89,380207.91
Prophet/UC,Histórico,0,2025-03-01T03:00:00.000Z,884472.86,504264.95,1264680.77,124057.03,1644888.69,397806.73,884472.86,1371138.99,380207.91
Prophet/UC,Histórico,0,2025-04-01T03:00:00.000Z,786494.91,406287,1166702.83,26079.08,1546910.74,299828.78,786494.91,1273161.04,380207.91
Prophet/UC,Histórico,0,2025-05-01T03:00:00.000Z,472221.75,92013.83,852429.66,0,1232637.57,0,472221.75,958887.88,380207.91
Prophet/UC,Histórico,0,2025-06-01T03:00:00.000Z,393697.06,13489.14,773904.97,0,1154112.88,0,393697.06,880363.19,380207.91
Prophet/UC,Histórico,0,2025-07-01T03:00:00.000Z,-128777.36,0,251430.55,0,631638.47,0,-128777.36,357888.77,380207.91
Prophet/UC,Backtest,1,2025-08-01T03:00:00.000Z,332314.64,106186.84,558442.44,0,784570.25,42871.05,332314.64,621758.23,226127.8
Prophet/UC,Backtest,2,2025-09-01T03:00:00.000Z,0,0,273259.86,0,546519.72,0,0,349772.62,273259.86
Prophet/UC,Backtest,3,2025-10-01T03:00:00.000Z,0,0,180783.24,0,361566.48,0,0,231402.55,180783.24
Prophet/UC,Backtest,4,2025-11-01T03:00:00.000Z,0,0,228918.42,0,457836.85,0,0,293015.58,228918.42
Prophet/UC,Backtest,5,2025-12-01T03:00:00.000Z,0,0,259444.04,0,518888.08,0,0,332088.37,259444.04
